29.6 27.6 30
31.6 35.5 33.3
30.2 30 32.6
30.5 30.9 29.1
29 27.5 28.3
28.8 27.7 25.3
28.6 26 27.1
28.4 28 29.6
29.2 30 28.6
29 29.6 28.6
29.4 27.8 29.2
31 29.4 27.3
29.6 28.6 31.3
26.4 29.4 23.5
27 24.7 26.6
27.4 27 26.5
30 33.8 29.6
24 23.8 26.9
24.6 21.9 23.4
25.2 23.9 23.6
28 29 25
27.4 26.6 25.8
27 25.9 24.7
25.4 24.7 26.2
20.6 20.8 18.9
21 24.2 21.6
23 22.8 22.7
24.6 26.8 21.7
23.4 24.7 21.8
22 21.8 23.8
22.2 19.1 24
22.4 21.4 26.4
21.6 20.6 21.6
20.4 20.5 17.4
18 20.6 16.5
21.8 26.4 22.6
22 25.1 25.8
22.4 22.1 22.6
20.6 17.1 22.9
23 22.2 24.5
22.8 23 20.5
20.2 21.9 19.9
18.6 20.5 21.2
22.2 23.6 24
22.8 20 23.7
22.4 24.1 23.4
22.8 21.9 21.8
22.8 23.1 20.2
23.6 23.7 26.2
23.8 24.7 21
22.8 22.8 20.9
20 16.7 21.3
15.4 16.9 12.9
15.5 16.3 14.4
21 20.5 18.6
22.2 22.4 23.4
21.2 21.5 22.1
22 22.4 22.8
22.4 25.7 23.3
21.6 21.2 22.7
21.6 21.9 22.9
20.6 22.9 16.7
20.4 22.5 20.1
17.8 20.1 18
21.9 20.7 23.3
22.2 26.2 19.8
21 21.1 20
17.4 21.1 15.3
19.6 16.9 21.7
18.6 18.6 21.2
19.5 22 21.1
21.6 20.2 19.2
19.8 18.3 20.7
18.8 16.9 21.1
19.4 17.3 19.7
19 18.1 17.9
21 21.7 18.8
20.4 16.4 19.1
22.4 22.8 23.8
20.6 23.1 19.7
18.2 22.3 18.7
18.6 21.2 21.2
19.2 20.7 20.4
18.4 14.9 21.1
21 19.8 17.6
19 18.3 18.4
18.6 20 18.7
17.4 17.2 18.6
20.2 17.7 17.9
15.6 19 17.2
15.2 17 15.8
13.6 14.1 14.1
12.4 14.8 13.4
14.2 11.5 14
16.2 17.5 18.1
15.8 14.8 17.1
17 18.4 16.7
16 15.9 18.1
17.4 18.7 18
15.6 18.3 16.9
17.6 17.6 16.4
18.5 20.5 21.7
17.8 15.4 17.8
17.6 16.2 19.3
17.4 20.4 17.2
16.6 17.4 16
16.8 12.7 18.4
15 12.3 11.8
14.8 14.4 15.8
13.2 14.9 14
11.6 11.4 6.2
10.6 11.8 11.3
13.6 15.5 9.3
13.8 17.1 15.1
13.2 13.3 12.3
11.8 11.7 10.4
11.4 7.9 11.4
13 13.2 15.7
13 11.9 11.7
14.4 12.5 15.5
17.4 17 18.1
16.2 18.2 13.8
14.5 10.5 11
16.6 15.7 12.6
15.4 15.6 16.5
16 14.2 15.9
16.6 17.3 20.3
15.8 16.6 16.9
15 14.9 16.7
15.8 10.9 18.5
16 21.1 15
16 15.6 17
15.2 16.5 16.9
15.2 15.7 17.9
14.6 16.6 16.1
14.8 16.4 15.6
15.2 14.8 13.5
15.4 16.2 16.9
15.2 13.3 16.2
15.6 17.3 16.9
14.4 13.5 15.2
15.6 20.4 15.2
17.3 14 17.1
16.8 15.9 18.2
15.6 17.3 15.9
14.4 15.4 12.7
15.6 14.4 15
14.2 12.2 11.6
17 17.3 15.1
17 17 16.7
14 10.4 10.4
16.2 16.3 12.8
15.2 15.6 17.4
14.5 14.8 13.3
16.2 14.1 12.5
15.6 16.6 15.4
16 18.8 18.6
15.6 16.5 16.9
15.4 13.1 16.3
16 15.1 18.4
15 15.7 13.5
15 13.7 16.5
15.5 11.2 14.3
16 17.8 16
16 14.3 20.4
11 9.9 12.9
9.2 12.2 10.7
8.6 7.1 6.4
12 13.7 10.4
11.8 9.3 16.4
12.6 11.9 10.4
11 10.9 11.4
9.4 7.1 11.2
12 10.7 14
13.6 13.5 15.8
15.2 16.5 14.9
14.2 10.9 12.6
16 15.3 15.4
16.6 18.1 14.8
18 16.9 19.3
14.4 14.9 16.6
15.2 16.2 19.5
16 16.5 16.7
15.8 17.1 14.1
17.4 17.2 19.4
17 16.2 18.8
17.8 12.5 17.3
19.2 19 16.1
21.6 22.5 23.1
19.4 20.5 21.7
21.2 20.1 20.6
20.6 24.2 21.7
20 20.6 19.4
20 20.3 21.4
18.6 21.1 18.4
20.4 19 19.7
15.4 14.5 15.6
15 19.8 14.4
15 15 13.8
17.8 21.1 17.2
18.4 15.5 18.4
18 17.6 18.4
22.2 23 25.3
18.5 19.1 15.8
16.4 14.4 16
18.6 18.6 19.9
21.4 19.2 24.9
18.4 19.8 19.3
19.2 21.4 19.2
19.8 15.4 19.2
19.6 22.1 20.4
19.4 16.9 21.4
21 21.9 20.6
20.6 21.9 20.9
20.4 20 20.8
20.4 19.1 21.9
16.2 16.5 18.4
16 16.9 16.6
17.4 19.2 17.2
19.2 15.1 22
19 15.7 19.3
21.4 24.3 24.6
24.6 26.7 24.5
25 25.9 26.2
19 20.4 15.9
20.6 22.4 20.4
18.6 13.3 18.6
18.6 20.8 17.1
15.6 14.6 13.5
17.4 17.9 19.3
19 18.4 20.8
18.2 19.9 15.6
18.4 17.7 19.2
18.8 19.8 16.6
19.4 18.6 17.3
20.2 18 21.3
23.4 25.8 22
22 23.5 24
25.4 28.8 25.5
21 21.1 22.1
23.2 25.5 22.2
26.6 30.6 24.3
23.8 23.2 25.6
22.6 20 23.1
22.8 22.3 22.3
19.4 19 19.5
20.6 20.9 23.3
25.2 28.6 23.8
22.6 21.9 21.1
27 27.7 25.8
21 20.5 17.8
21.8 21.8 23.4
24.4 25 24.8
23 25.7 23.4
24.5 24.7 24.4
29 30.4 28
33.6 35.2 32
33 34.8 34.7
26 24.9 23.1
28 31.3 28.9
27.4 26.6 25.8
26.4 26.2 27
24 26.8 22.5
28.4 31 27.4
27.6 25.4 31.1
30.4 28.7 31.7
24.8 22.1 20.5
25.5 25.9 25.8
29.6 29.9 28.7
28.6 29.3 26.3
28.4 29.5 28.8
27.2 26 27.5
25.5 23.5 24.8
26 28.1 29.9
29.4 30.9 24.9
26.8 23.8 28.5
27.4 27.2 26.8
26 24.2 27.3
25.6 21.5 24.7
27.2 27.5 26
27.6 27.4 24.2
29.4 29.2 29
30 30.4 35
27.8 29.6 29.8
29 29.4 32.4
28.4 27.2 30.2
29.6 28.1 31.9
28.2 27.9 30
31 31.6 32
31.4 29.3 30.2
31.2 30.8 30.1
31.2 33.1 28
31 30.8 31
28.2 26.8 30
28.6 28 30.7
28.2 30.4 28.4
27.4 28.5 26.3
35.4 37.9 42
34 34.3 35.5
31.4 32.2 34.2
28.4 27.3 27.7
28.4 29.6 28.3
33.4 32.4 34.3
29.6 26.8 33
27.2 27.5 26.6
26.6 30.5 28.3
27.2 28.8 23
27 29.3 26
33 33.7 30.4
37 35.8 39.2
37.8 37.4 37.5
33 32.5 32.2
30.4 29.5 33.1
28.4 29.8 30.6
27.2 24.8 25.4
28 29.7 28.9
27.6 29.3 25.1
28 25.6 27
30 31.3 33.2
29.4 34.3 32.3
28.4 27.3 30.6
28.8 30.5 27.7
31 29.4 27.2
32.8 35 30.4
29.6 30.1 31.5
30.6 33.9 30
32.4 29.5 28.1
33.4 33.3 33
32.2 31.1 35
36.6 36.2 37.9
36.8 35.5 35.2
38.4 36.7 35.3
32.6 33.8 30.9
31.6 29.4 31.7
29.4 32.4 31.2
29 26.6 25.1
29.8 30 31.8
29.4 30.5 29.4
31.8 33 32.9
30.2 29.6 26.9
32 32.2 30.7
34.2 36.1 33.3
32.2 29.3 34.3
33 31.4 35.1
33.6 34.2 34.5
32.6 31.7 35.8
32.4 35.1 31.4
30.2 31.5 32.2
31.2 31.3 31.1
30 27 28.7
29.6 29.7 31.4
30 29.4 32.8
28 27.8 29.8
26.4 24 25.4
27.8 28.8 26.9
28.6 26.5 31.4
30.4 29.9 31.1
28.8 29.6 30.5
28 26.4 27.3
28.4 29.6 30.9
28.6 26 27
28 22.4 29.3
29 29.9 27.4
28.6 30.3 23.7
27.6 27 24.9
29.5 30.5 29.8
29.4 27.1 31.2
28 27.7 24.5
27.6 23.7 25.1
26.8 29.2 30.3
27 30.7 26.1
28 30.1 NA
30 29.9 NA
27.6 27.5 NA
26.4 23.4 NA
28 29.6 NA
28 27.6 NA
30.6 29.3 NA
22.2 19.4 NA
21.2 20.6 NA
22 20.3 NA
24 23.2 NA
23.2 20.8 NA
22.6 26 NA
23.4 23.4 NA
24.6 26.7 NA
23.6 18.4 NA
22.6 21.7 NA
21.6 20.2 NA
25.6 23.2 NA
25.4 28.5 NA
23.2 20.4 NA
22 22.6 NA
20.6 22.3 NA
22 22.4 NA
24.4 22.6 NA
23.6 25.5 NA
23 23.3 NA
24 21.9 NA
21 18.2 NA
21.2 25.4 NA
24.6 23.2 NA
21.6 17.9 NA
22.2 23.3 NA
20.2 20.8 NA
20.2 17.5 NA
19 15.1 NA
15.8 15.6 NA
16.4 18.7 NA
17 18.3 NA
17.2 16.2 NA
17.6 15.9 NA
21.3 21.8 NA
20 20.3 NA
20.2 21.5 NA
18.6 17.8 NA
21.4 23.2 NA
20.4 18.7 NA
20.4 19.7 NA
18.6 20.1 NA
17.4 19.4 NA
18.8 14.9 NA
18 18.2 NA
18 19.2 NA
19.2 16.3 NA
17.6 18.6 NA
19.2 17.5 NA
19.8 21.8 NA
15.6 16.7 NA
18.2 19.7 NA
18.6 18.8 NA
15 16.7 NA
16.8 19.6 NA
17.6 21.5 NA
17.6 17.5 NA
16.6 12.1 NA
15.2 15.3 NA
14 14.4 NA
16.6 16.3 NA
16.4 17.5 NA
18.6 20.6 NA
16.2 15.2 NA
16 15.4 NA
17.4 18.2 NA
15.8 14.7 NA
17.4 17.6 NA
18.4 14.5 NA
14 11.8 NA
16.8 14.1 NA
18 16.3 NA
16.8 15.4 NA
16.8 17.6 NA
16 18 NA
15 13.5 NA
16.8 14.8 NA
20.4 18.3 NA
17.2 16.4 NA
18.6 18.1 NA
17.2 18.2 NA
17.6 17 NA
15.2 11 NA
14 13.8 NA
15.8 18.2 NA
17.2 19.6 NA
15.8 14.2 NA
16 12.9 NA
16.6 21.5 NA
19.2 18.9 NA
13.6 13.4 NA
15.4 16.2 NA
16.4 13.2 NA
16 14.5 NA
14.6 11.5 NA
11.6 10.2 NA
14.4 14.6 NA
15.4 12.7 NA
17.6 18.8 NA
16.6 17.2 NA
16 14.2 NA
16.4 16.9 NA
16.4 17.9 NA
17.6 19.7 NA
14.8 14.4 NA
14.8 14.6 NA
13.6 13.4 NA
13 15.9 NA
17.2 19.5 NA
14.6 16.3 NA
13.5 12.9 NA
19.2 19.9 NA
16 16.8 NA
17.2 15.1 NA
15.8 12.3 NA
14.5 15.8 NA
11.8 8.7 NA
12 12 NA
11.6 12.1 NA
13.2 14.3 NA
12.4 12.8 NA
13.6 12.1 NA
13 15 NA
15.8 19.3 NA
18.4 20.2 NA
17 13.1 NA
17.2 20 NA
17.2 17.1 NA
15.6 16.6 NA
15.4 16.6 NA
14.6 14.4 NA
14.8 14.6 NA
14.4 16.4 NA
16 17.4 NA
13.6 15.6 NA
13.2 18 NA
13.4 14.7 NA
16 16.4 NA
13.4 9 NA
14.6 20 NA
17.4 16.4 NA
15 19.7 NA
16.4 17.1 NA
10 13.1 NA
15.6 15.4 NA
16 17 NA
15.6 16 NA
14 13.6 NA
13.2 13 NA
15.6 17.6 NA
18.4 18 NA
17 12.9 NA
18.2 17.8 NA
19.2 20.3 NA
20.4 21.6 NA
17.5 18.7 NA
22 18.6 NA
17 17.7 NA
17.6 19.5 NA
18.6 21.2 NA
18 17.6 NA
17.6 17 NA
20 23 NA
19.2 15.9 NA
18.4 17.5 NA
19.4 20.3 NA
19.4 16.2 NA
18 18.6 NA
18.4 22.2 NA
18 18 NA
18.4 17.8 NA
17.2 18.1 NA
20 19.4 NA
19.2 20.8 NA
19 20.8 NA
18 18 NA
17.5 15.1 NA
19.2 16.6 NA
19.8 18.6 NA
18.6 20.2 NA
16.4 12.5 NA
20 16.2 NA
20.6 19.3 NA
23.6 24.4 NA
20.8 19 NA
21.4 23.2 NA
19.6 20.3 NA
21.6 21.3 NA
24.8 26.4 NA
21.6 22.4 NA
23.8 22.9 NA
18.2 18.7 NA
15.6 16.9 NA
16.6 17.3 14.9
18.6 17.3 18.3
19.5 21.2 19.3
22.8 25.1 22.2
18.6 19.2 20.1
20.4 20.7 23.5
18.8 18.6 17.9
16.6 20.9 16.5
18.8 19.4 22.1
18.6 18.3 17.9
18.6 13.6 13.4
15 11.9 16
16.4 16.2 14.6
16.9 17.3 14.9
19.4 20 22.2
17.8 19.4 22.7
17.2 16.8 15.1
19.6 22 21.7
19.4 17.6 19.2
21.8 19.4 22.1
21 18.5 23.4
17.6 19.1 18
23 22.8 21.3
23 24.6 22.1
26.8 26.3 28.2
25.2 24 20.5
26.4 25.7 28.6
22.4 18.7 19.3
22.4 20.1 22.4
26.2 23.3 25.8
24.8 26.9 27.4
22.4 21.2 22.8
21.6 23.2 21.8
24.4 27.4 25.8
24.4 24 22.7
19.6 20.2 19.2
22.6 19.1 25
23 21.4 24.4
24 24.1 21.4
25.2 25.8 26.5
22.6 21.1 19.8
24.4 29.8 23.2
23.5 22.6 25.9
23 23.1 18.5
23.2 24.5 19.6
23.8 23.7 26.4
25 23.7 23.4
24 26.1 26.5
28.2 31.4 27.9
27.6 27.5 28.5
27.2 28.3 28.8
25.4 25.2 24.1
24.8 26.8 24.2
27.2 24.9 26.4
25.6 30.2 31.2
28.8 27.6 29.1
28.6 25.7 29.5
31.6 30.9 30.9
36 36.3 35.5
30.2 33.4 33
28 29.8 27.3
28 28.3 28
31.2 28.4 32
25.6 23.9 24.7
29.2 28.9 33.1
28.8 33.9 25.9
27 23.3 31
23.6 25.9 22.9
23.6 22.5 26.3
22.8 26.1 18.8
24.6 22.3 26.5
24.6 24.9 26.4
25.8 23.6 23.3
28.2 30 26.7
34 37 34.4
26.4 30.3 28.7
27 28.6 25.5
29 32.7 28.6
29.2 31.7 32.3
31.2 30.9 28.9
31.2 32.2 33.1
34.6 32.7 35.5
28.6 28.2 26.4
28.2 30.6 26.9
27 28.1 28.6
27 27.9 27.5
28.6 26.5 31.5
30 28.8 28.8
32.4 30.9 29
37.8 38.6 39.9
38.6 36.6 37.4
33.4 34.5 33.6
35.2 33 38.6
31 34.7 30.5
30.4 31.3 33.5
28.6 27.2 26.4
29.8 30.3 31.7
30.4 29.7 30.9
31.2 31.9 29.7
32.2 31.5 28.4
33.4 30.2 32.4
33.6 30.8 32.9
34.6 34 34
40.4 42.5 40.3
39.4 40.4 37.3
36.2 33.8 34
32 32.5 31.3
31.2 29.9 28.9
31.4 30.8 32.6
32.2 31.5 31.3
35.8 39.8 33.4
33.8 30.2 29
34 33 31.5
34.8 30 37.7
33.6 33.6 31.3
35 36 32.1
36.2 37.9 36.3
36 30.9 35.7
32.4 32 32.7
32.2 34.2 30.4
32.4 30.4 33.4
35.2 33.6 31.7
34.6 33.3 33.3
32.7 32.2 30.1
34.2 34.3 34.4
33.8 35.2 32.9
36.4 35 37.4
33.4 32.6 36.3
33.4 37.2 32.5
35.2 34.9 32.9
36.2 35.4 33.4
35.2 31.3 33.5
34.2 33 32.9
35.8 34.2 38.6
37.6 36.4 34.1
34.8 32.4 31.4
33.2 30.6 31.2
31.4 28.8 31.4
35.6 34 36
36.6 38.1 33.6
39.4 40.3 38.5
33.8 31.9 32.5
33.6 29 34.8
32.2 29.3 33.2
34.8 32.7 33
32.8 31.8 31.7
33.8 31.3 33.9
34.2 37 29.7
32.4 30.7 30.6
32.8 29.2 32.7
33.6 32.1 31.4
30 26.8 28.7
30.6 29.7 29.4
25.6 24.9 23
29.2 28.7 26
30.2 25.8 28.6
31.8 31 29.9
34.2 33.6 34.7
30.6 26.6 32.5
30.6 31.3 29.4
31.2 31.6 30.8
31 34.4 29.7
31.6 30.7 31.6
28 26.9 27.2
26.4 25.4 25.7
30.2 29.1 31.2
27 22.1 23.8
23.2 18.7 24.9
24.6 23.2 24.1
27.2 24.8 26.4
27.4 26.3 25.1
26.4 21 24.9
22.8 18.6 22.3
26.8 23.4 21.5
28.6 29.4 26.2
27 23.6 27
28.8 26 27
23.6 22.6 20.8
26.4 24.6 23.9
26.8 25.9 26.1
26.8 30.2 22.3
24.8 21.4 25.3
25.2 23.4 19.7
25.8 23.6 23.6
20.6 22.4 17.8
23 20.3 19.3
24.4 23 21
24.2 24.6 23.5
24.4 21.1 23
28.2 30.3 26.4
27.4 27.6 21.6
25 21.7 21.2
25.8 25.5 24.3
25.8 24.2 22.8
24.8 24.2 22
21.6 20.2 22.5
19.6 20.5 18.8
22.2 18.3 18.9
22.6 20.4 20.5
22.2 20.5 20.4
21.2 18 18.6
23.8 20.5 20.7
24.2 23 22.9
22.6 21.1 22.9
22.6 16.3 21.9
23.8 24.7 22.2
23 22.3 22.6
23 26.6 23.4
23.2 23.4 21.7
22.6 20.5 22.3
23.4 27.8 19.9
23.8 28.3 22.1
22.6 19 20.6
23.4 23.1 22.6
24.6 23 24.1
19.4 18.6 18
19.6 18.9 16.9
21.4 17.7 18.3
21.6 21 21
21.6 23.9 23.1
23.4 21.9 20.6
21.6 20.1 19.6
21.2 22.8 20.7
20.2 20.8 17.9
21.2 16.7 20.2
21.2 20.5 19.9
20.8 22.9 18
21.2 22.8 21.7
22 21.6 22.5
24.2 24.4 25
21.6 18 22.9
20.8 20.2 18.6
20.8 17.7 18.7
20.2 18.1 19.5
21.8 22.5 21.9
20.8 17.3 18.9
20.4 19.7 18.4
17.6 17.3 15.2
18.8 17.7 20.6
20.8 23.2 14.6
21.8 18.6 20.3
20.6 20.6 19.5
20.4 19 17.1
22.8 21.1 22.4
20.2 19.9 15.1
20.6 17.4 21.3
21.2 17.4 16.7
19.6 17.4 14
18.8 21.1 16.1
19.4 18.3 18.5
20.6 20.1 18.1
21.6 20 19.3
20.2 19.9 19.7
19.4 16.3 16.1
19.8 20.9 18.4
17.4 17.4 17.2
16.8 14 18.9
16.4 15.3 16.2
16.2 16.4 18.4
15.4 15.3 15.1
15 16.8 13.8
16.4 14 10.7
16 17 12.4
13.2 14.1 11.4
12.4 10.9 12.6
13.2 10 11.4
14.2 10.8 14.1
15.2 14.9 11.9
16.8 15.5 15.1
17.2 19.6 16.4
20.2 20.1 18.3
20.2 18.3 19.2
18.8 15.5 16.3
13.4 11 12.9
12.8 12.3 11.4
13.2 11.1 11.9
13.8 13.6 8.7
14.6 12.7 12.1
13 11.6 8.8
12.6 9.9 8.2
15 17.6 12.8
15.8 15.3 14.3
17.4 16.7 16.8
16.2 11.6 17.2
11.4 11.5 11.1
13.4 10.2 14.2
14.8 11.8 12.5
14.2 14.8 12.4
15.2 13.1 16.2
17 12.3 15.8
16.2 18.5 11.6
17.2 11.2 14.3
16 15.9 16.8
17.8 18.6 15.4
17.4 14.9 16.9
